epoch,accuracy,iou_agriculture_rangeland,iou_barren,iou_forest,iou_unknown,iou_urban,iou_water,learning_rate,loss,miou,val_accuracy,val_iou_agriculture_rangeland,val_iou_barren,val_iou_forest,val_iou_unknown,val_iou_urban,val_iou_water,val_loss,val_miou
0,0.7349011301994324,0.7242404222488403,0.13411031663417816,0.4868605136871338,0.003130214987322688,0.30371227860450745,0.5269145369529724,2.9999999242136255e-05,1.8211950063705444,0.36316144466400146,0.8846492767333984,0.8251084089279175,0.149001345038414,0.769626796245575,0.08387662470340729,0.6980474591255188,0.9248164892196655,1.2783883810043335,0.5750795602798462
1,0.8140414953231812,0.7670741081237793,0.18196038901805878,0.6405537128448486,0.00021946844935882837,0.4806784689426422,0.684651792049408,2.9999999242136255e-05,1.4228355884552002,0.4591897428035736,0.8963594436645508,0.8405519127845764,0.20047231018543243,0.799200177192688,0.0,0.7952052354812622,0.937050998210907,1.2397854328155518,0.5954135060310364
2,0.8311403393745422,0.7811757922172546,0.2005549818277359,0.6593726873397827,0.0,0.5569254755973816,0.7258300185203552,2.9999999242136255e-05,1.3443061113357544,0.48730990290641785,0.902199387550354,0.8497568964958191,0.28501978516578674,0.8099625110626221,0.0,0.8220195174217224,0.9491376876831055,1.1939961910247803,0.6193161606788635
3,0.850744366645813,0.800131618976593,0.22953671216964722,0.7094982266426086,0.0,0.6248084306716919,0.758052408695221,2.9999999242136255e-05,1.2747764587402344,0.5203379392623901,0.905907928943634,0.852375328540802,0.2822742164134979,0.8222508430480957,0.0,0.8343566060066223,0.9529068470001221,1.2151514291763306,0.6240274310112
4,0.8611698150634766,0.8123927712440491,0.2614891231060028,0.7174118161201477,0.0,0.6780558228492737,0.778047502040863,2.9999999242136255e-05,1.2311533689498901,0.5412328839302063,0.9079338312149048,0.858246922492981,0.293174147605896,0.8288062810897827,0.0,0.8665891885757446,0.949491024017334,1.1681642532348633,0.632718026638031
5,0.8710622787475586,0.8208293914794922,0.28760650753974915,0.7282974720001221,0.0,0.7193921804428101,0.8094719648361206,2.9999999242136255e-05,1.2062158584594727,0.5609329342842102,0.9107815027236938,0.862942099571228,0.30217844247817993,0.8355749249458313,0.0,0.8726643919944763,0.9478124976158142,1.1600950956344604,0.6368620991706848
6,0.8790346384048462,0.8330857753753662,0.2935439646244049,0.7382649779319763,0.0,0.7314778566360474,0.8271753787994385,2.9999999242136255e-05,1.1830636262893677,0.570591390132904,0.9115164875984192,0.8614656925201416,0.3096214234828949,0.8361691832542419,0.0,0.8805562853813171,0.9540541172027588,1.1632035970687866,0.6403112411499023
7,0.8744382858276367,0.8281708359718323,0.3125881254673004,0.7307042479515076,0.0,0.7111380100250244,0.8121690154075623,2.9999999242136255e-05,1.192742109298706,0.5657951235771179,0.9137588739395142,0.8638160228729248,0.3483469784259796,0.8354222774505615,0.0,0.886634349822998,0.9557102918624878,1.181191325187683,0.6483217477798462
8,0.8905647993087769,0.8435325622558594,0.32609668374061584,0.7671628594398499,0.0,0.7744777798652649,0.8537451028823853,2.9999999242136255e-05,1.1453924179077148,0.5941692590713501,0.912002444267273,0.864072322845459,0.3180933892726898,0.8417605757713318,0.0,0.8787587285041809,0.9541932344436646,1.162156343460083,0.6428131461143494
9,0.8948373794555664,0.8514636158943176,0.3529270887374878,0.7559479475021362,0.0,0.7768015265464783,0.8732675313949585,2.9999999242136255e-05,1.1313254833221436,0.6017346978187561,0.9156094789505005,0.8644393086433411,0.3686771094799042,0.8442137837409973,0.0,0.8851046562194824,0.9576194286346436,1.1783808469772339,0.6533424258232117
