epoch,accuracy,iou_agriculture_rangeland,iou_barren,iou_forest,iou_unknown,iou_urban,iou_water,learning_rate,loss,miou,val_accuracy,val_iou_agriculture_rangeland,val_iou_barren,val_iou_forest,val_iou_unknown,val_iou_urban,val_iou_water,val_loss,val_miou
0,0.6727120280265808,0.6809402108192444,0.14154021441936493,0.40785104036331177,0.0,0.19009052217006683,0.46832627058029175,2.9999999242136255e-05,2.132716417312622,0.31479141116142273,0.7638552784919739,0.770010769367218,0.07779107987880707,0.49413347244262695,0.007374567911028862,0.5707764029502869,0.5598275065422058,1.64499831199646,0.41331902146339417
1,0.777535080909729,0.7147013545036316,0.23652881383895874,0.6285883784294128,1.150350635725772e-05,0.3345912992954254,0.6548418402671814,2.9999999242136255e-05,1.5524309873580933,0.428210586309433,0.8652936816215515,0.8091998100280762,0.12783250212669373,0.7287924885749817,0.01354601513594389,0.6925800442695618,0.8789265751838684,1.390608549118042,0.5418129563331604
2,0.8123098611831665,0.7631557583808899,0.2200164645910263,0.643781304359436,0.0,0.3767666220664978,0.7187358140945435,2.9999999242136255e-05,1.4360203742980957,0.45374274253845215,0.8867523074150085,0.8263919949531555,0.2116706371307373,0.784346342086792,0.016256537288427353,0.7407675385475159,0.9213649034500122,1.3169242143630981,0.5834663510322571
3,0.8151008486747742,0.7664706707000732,0.22464364767074585,0.6799818873405457,0.0,0.46769192814826965,0.6828387379646301,2.9999999242136255e-05,1.4170336723327637,0.47027119994163513,0.893584132194519,0.8347287774085999,0.23559366166591644,0.804662823677063,0.010319339111447334,0.7851316332817078,0.9244993329048157,1.3187397718429565,0.5991560220718384
4,0.8400325775146484,0.7857686877250671,0.23736080527305603,0.6944946646690369,0.0,0.5458616614341736,0.7609859108924866,2.9999999242136255e-05,1.3246753215789795,0.5040786862373352,0.8949061632156372,0.8377074599266052,0.26536548137664795,0.7990848422050476,0.0030344664119184017,0.8306458592414856,0.9320494532585144,1.2625114917755127,0.6113146543502808
5,0.8512932658195496,0.796631932258606,0.2790197432041168,0.7165318131446838,0.0,0.481487900018692,0.7987487316131592,2.9999999242136255e-05,1.287221074104309,0.5120701193809509,0.8972970843315125,0.838062584400177,0.26563215255737305,0.8104607462882996,0.0,0.8152940273284912,0.9453985691070557,1.2691683769226074,0.6124747395515442
6,0.8416036367416382,0.7879082560539246,0.28477394580841064,0.6973626017570496,0.0,0.5406599640846252,0.7562265992164612,2.9999999242136255e-05,1.3261340856552124,0.5111553072929382,0.9007946252822876,0.8440749049186707,0.2704922556877136,0.8140926957130432,0.0007677919347770512,0.8424527645111084,0.9391862154006958,1.274147629737854,0.6185111999511719
7,0.8493351936340332,0.7905433773994446,0.26053258776664734,0.7308461666107178,0.0,0.6472480893135071,0.7559824585914612,2.9999999242136255e-05,1.2974889278411865,0.5308588147163391,0.899538516998291,0.8423340320587158,0.28368765115737915,0.814617395401001,0.0,0.8468071818351746,0.9391136765480042,1.249927282333374,0.6210933923721313
8,0.8613178133964539,0.8035615086555481,0.2789583206176758,0.7241724133491516,0.0,0.6596112847328186,0.8131614327430725,2.9999999242136255e-05,1.2669448852539062,0.546577513217926,0.9027613401412964,0.8453013300895691,0.282866895198822,0.8241471648216248,0.0,0.8558166027069092,0.9480429291725159,1.2663214206695557,0.6260292530059814
9,0.8723228573799133,0.8101667165756226,0.29883307218551636,0.7704315185546875,0.0,0.6701177954673767,0.8313925862312317,2.9999999242136255e-05,1.215023159980774,0.5634903311729431,0.9007604718208313,0.8414567112922668,0.27824994921684265,0.8283239603042603,0.0,0.8554710745811462,0.947166919708252,1.2922546863555908,0.6251115202903748
10,0.8796695470809937,0.8289656639099121,0.34247568249702454,0.7504501938819885,0.0,0.7691758871078491,0.8332818746566772,2.9999999242136255e-05,1.1959847211837769,0.5873916745185852,0.9010517001152039,0.8416786789894104,0.27527162432670593,0.8262625336647034,0.0,0.8676704168319702,0.9506616592407227,1.2352819442749023,0.6269242167472839
11,0.8701504468917847,0.8105686902999878,0.2837735414505005,0.7461766004562378,0.0,0.7273459434509277,0.826779305934906,2.9999999242136255e-05,1.2409255504608154,0.5657740831375122,0.9052413702011108,0.8470193147659302,0.3146255910396576,0.83282071352005,0.0,0.8633397817611694,0.9409884810447693,1.2536367177963257,0.6331323981285095
12,0.8902840614318848,0.8342960476875305,0.3554411232471466,0.7824876308441162,0.0,0.7712658047676086,0.861568033695221,2.9999999242136255e-05,1.1533691883087158,0.6008431911468506,0.9000214338302612,0.8401867151260376,0.28611356019973755,0.8297103643417358,0.0,0.8679947853088379,0.9453434348106384,1.2184795141220093,0.6282249093055725
13,0.8970990180969238,0.8520179390907288,0.38252919912338257,0.7845378518104553,0.0,0.7112195491790771,0.8757659196853638,2.9999999242136255e-05,1.1420093774795532,0.6010118126869202,0.8996591567993164,0.8401687741279602,0.27385032176971436,0.8294704556465149,0.0,0.8706529140472412,0.9462692737579346,1.2081787586212158,0.6267353892326355
14,0.8971865773200989,0.8508270382881165,0.3868958055973053,0.7712875008583069,0.0,0.761798083782196,0.8803423643112183,2.9999999242136255e-05,1.1418660879135132,0.6085252165794373,0.9002065658569336,0.8411682844161987,0.26729947328567505,0.8337640166282654,0.0,0.8657005429267883,0.9436056613922119,1.2034778594970703,0.6252564191818237
15,0.900809109210968,0.8494660258293152,0.424826979637146,0.7905236482620239,0.0,0.7880285978317261,0.8820193409919739,2.9999999242136255e-05,1.1455038785934448,0.6224775314331055,0.896763026714325,0.8360016942024231,0.2630730867385864,0.8305339813232422,0.0,0.8601402044296265,0.9403247833251953,1.2133387327194214,0.6216790676116943
16,0.903725802898407,0.8577197194099426,0.44294777512550354,0.7888609170913696,0.0,0.8139140009880066,0.8771080374717712,2.9999999242136255e-05,1.1204978227615356,0.6300918459892273,0.9038384556770325,0.8448362946510315,0.2522653639316559,0.8357636332511902,0.0,0.8809192776679993,0.9453911781311035,1.2185204029083252,0.6265293955802917
17,0.9016483426094055,0.858733594417572,0.40095293521881104,0.786744236946106,0.0,0.7318012714385986,0.8870028257369995,2.9999999242136255e-05,1.132746934890747,0.6108725666999817,0.9043495059013367,0.8465635776519775,0.27714675664901733,0.8351199626922607,0.0,0.8680211901664734,0.9460655450820923,1.222590446472168,0.6288196444511414
18,0.9152740240097046,0.8731983304023743,0.4399445950984955,0.8050569891929626,0.0,0.8109837174415588,0.9199143052101135,1.4999999621068127e-05,1.0788724422454834,0.6415164470672607,0.9052325487136841,0.8479892611503601,0.2863708436489105,0.8368627429008484,0.0,0.8743137121200562,0.9472026824951172,1.213052749633789,0.6321232914924622
19,0.9146526455879211,0.8692348003387451,0.4339972138404846,0.803510308265686,0.0,0.7793311476707458,0.9287864565849304,1.4999999621068127e-05,1.0759459733963013,0.6358100771903992,0.8988925218582153,0.8385105133056641,0.2654244005680084,0.8326326012611389,0.0,0.8648096323013306,0.9439991116523743,1.2106510400772095,0.6242294907569885
20,0.9039016962051392,0.8578481078147888,0.4228172302246094,0.7994316220283508,0.0,0.7767309546470642,0.8815062046051025,1.4999999621068127e-05,1.134052038192749,0.6230557560920715,0.9021186828613281,0.8424882292747498,0.27889469265937805,0.8385917544364929,0.0,0.8684095740318298,0.9477038979530334,1.206615686416626,0.62934809923172
21,0.9091601371765137,0.8688586950302124,0.4783743917942047,0.7974871397018433,0.0,0.7826094031333923,0.8854093551635742,1.4999999621068127e-05,1.0948094129562378,0.6354565620422363,0.9000053405761719,0.8399807214736938,0.264848917722702,0.8410052061080933,0.0,0.8500963449478149,0.94692462682724,1.2004454135894775,0.6238093972206116
